"Country","Year","Access.to.electricity....of.population.","Adolescent.fertility.rate..births.per.1.000.women.ages.15.19.","Foreign.direct.investment..net..BoP..current.US..","Foreign.direct.investment..net.inflows....of.GDP.","Foreign.direct.investment..net.outflows....of.GDP.","Foreign.direct.investment..net.outflows..BoP..current.US..","Forest.area....of.land.area.","Forest.area..sq..km.","GDP..current.US..","GDP.per.capita..current.US..","GDP..PPP..current.international...","High.technology.exports..current.US..","Households.and.NPISHs.Final.consumption.expenditure..PPP..current.international...","Immunization..DPT....of.children.ages.12.23.months.","Immunization..measles....of.children.ages.12.23.months.","Immunization..HepB3....of.one.year.old.children.","Individuals.using.the.Internet....of.population.","Inflation..consumer.prices..annual...","Life.expectancy.at.birth..total..years.","Mortality.rate..infant..per.1.000.live.births.","Military.expenditure....of.GDP.","Military.expenditure..current.USD.","Net.migration","People.using.at.least.basic.sanitation.services....of.population.","People.using.at.least.basic.drinking.water.services....of.population.","Proportion.of.seats.held.by.women.in.national.parliaments....","Total.greenhouse.gas.emissions.excluding.LULUCF.per.capita..t.CO2e.capita.","Tuberculosis.treatment.success.rate....of.new.cases.","Voice.and.Accountability..Percentile.Rank","Women.Business.and.the.Law.Index.Score..scale.1.100.","Educational.attainment..at.least.completed.upper.secondary..population.25...total......cumulative.","Government.expenditure.on.education..total....of.GDP.","Government.expenditure.on.education..total....of.government.expenditure.","Prevalence.of.moderate.or.severe.food.insecurity.in.the.population....","Unemployment..total....of.total.labor.force...national.estimate.","Life.Ladder","Log.GDP.per.capita","Social.support","Healthy.life.expectancy.at.birth","Freedom.to.make.life.choices","Generosity","Perceptions.of.corruption","Positive.affect","Negative.affect","Tax.Rate"
"Moldova",2021,100,24.97,-371840000,2.8200678267721,0.104295474376633,14280000,11.7227782832878,3865,13691869264.0794,5274.60582195352,40707659297.2633,21773455,31939806067.7218,87,83,87,60.4747,5.10641129002841,68.846,12.3,0.377728511357822,52293263.1819741,-33405,84.3885348845598,91.5802432613736,39.6039603960396,5.08727722263079,80,48.3091774,87.5,74.7600021362305,5.82405996322632,16.3365783691406,23.5,0.794,5.959,9.518,0.88,65.3,0.833,-0.096,0.875,0.63,0.27,NA
"Moldova",2022,100,22.384,-541060000,4.03859534264597,0.309844794726055,44960000,11.7512921860748,3865,14510490660.2516,5738.42473515618,41422657044.8367,22595261,30823632013.7264,88,84,90,63.5349,28.7372976766235,68.621,12.2,0.328875031549807,47749815.1137537,89154,84.9109519217603,92.0242680911962,40.5940594059406,5.12316038493206,85,51.6908226,87.5,74.75,6.11053991317749,15.7987813949585,24.7,0.909,5.687,9.465,0.817,65.7,0.829,-0.084,0.885,0.552,0.276,NA
"Moldova",2023,NA,NA,-341590000,2.15968663127415,0.094380482402546,15610000,NA,NA,16539436547.295,6729.41286813969,43249320914.7112,28885013,31151288871.1989,87,85,88,NA,13.41701043813,NA,NA,0.546678815870651,93410827.1140171,-18570,NA,NA,38.6138613861386,5.51000637566457,NA,55.88235474,90.625,75.4246368408203,6.25268602371216,NA,NA,1.57,5.801,9.492,0.842,66.1,0.844,-0.157,0.86,0.578,0.251,NA
"Mongolia",2020,99.5,26.135,-1693148726.13642,12.9130799939654,0.195051841106499,25967215.3836045,9.09965848797644,141727.8,13312981429.0891,4001.25193077703,45560002626.38,3052935,24284844175.4053,96,97,96,62.5,3.79604026111247,72.141,12.7,0.709909468541962,102510120.068611,0,69.0822540941425,82.1241197629958,17.3333333333333,19.6954560045011,90,58.45410538,85,44.9500007629395,4.66345500946045,11.2567768096924,6.2,6.413,6.011,9.365,0.918,60.4,0.718,0.138,0.843,0.575,0.26,25
"Mongolia",2021,100,22.428,-2060022768.0239,14.2177319422671,0.741588812452768,113362541.748661,9.09894465963877,141716.7,15286441737.6686,4517.61578018785,50053145881.8599,25335204,24101673327.8324,95,95,95,81.6068,7.35281243380219,70.975,12.1,0.619505072530135,105700648.854962,0,69.5233032558992,82.8158097535252,17.1052631578947,19.8873377129041,90,57.48792267,85,80.8876876831055,3.34389615058899,9.9870433807373,5.7,7.871,5.721,9.365,0.927,60.5,0.667,0.215,0.851,0.56,0.202,25
"Mongolia",2022,100,20.539,-2428437139.9707,14.6053065112102,0.442409441117436,75857609.6801519,9.09823321482806,141705.6,17146471713.748,4993.51487463495,56320298556.3281,51137809,27347537977.0148,95,94,95,83.9145,15.1479560897226,72.667,11.5,0.513936273012978,107504097.579569,0,69.9648819624705,83.5112272352902,17.1052631578947,19.4769971471407,87,56.0386467,90.625,79.1496810913086,4.18056726455688,NA,5.3,5.954,5.788,9.397,0.951,60.6,0.717,0.211,0.847,0.55,0.209,25
"Mongolia",2023,NA,NA,-2171636072.58338,11.0581069914836,0.373614483437144,75937597.3038195,NA,NA,20325121393.9074,5838.63108083902,62677497750.9381,NA,28976643514.2497,96,96,96,NA,10.3475831314339,NA,NA,0.60144199287179,147813417.190776,0,NA,NA,17.1052631578947,24.0451345749746,NA,56.37254715,90.625,82.9093627929688,3.74101543426514,NA,NA,5.178,5.58,9.433,0.938,60.7,0.699,0.22,0.871,0.545,0.197,25
"Montenegro",2020,99.9,10.407,-535684832.345866,11.1300494820964,-0.100247882736637,-4781820.86477652,61.4869888475836,8270,4769996866.00758,7677.37132106817,13050319090.4351,9960411,8087853526.37802,84,24,52,77.6088,-0.255655699848551,75.9317073170732,2.5,1.73802726045562,82920323.7205061,-3310,97.7717686117342,98.8569123690641,22.2222222222222,NA,88,47.82608795,85,81.9217376708984,NA,NA,14,17.878,5.722,9.812,0.887,67.1,0.802,0.061,0.845,0.56,0.411,9
"Montenegro",2021,99.8,10.326,-683030088.976327,11.8356969374313,0.182732051674069,10710706.737503,61.4869888475836,8270,5861427505.12493,9465.96153027794,14889931503.5541,13067233,8802922555.22736,83,18,51,82.2197,2.41080198403165,73.8243902439024,2.4,1.55528019503059,91137653.7369915,-2344,97.7911085140194,98.8603939935067,24.6913580246914,NA,94,53.62318802,85,59.2587928771973,NA,NA,12.9,16.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montenegro",2022,100,10.013,-820995165.297445,14.0062013047765,0.827689041579684,51563384.9963698,61.4869888475836,8270,6229801580.79157,10093.4387007266,17194839057.7148,14413066,10668766926.004,80,33,45,88.2219,13.0403036347004,76.1878048780488,2.3,1.60746495179336,98011519.0118387,26332,97.8104465050209,98.8638736312685,27.1604938271605,NA,93,56.52173996,85,NA,NA,NA,12.3,14.852,5.6,10.002,0.875,67.3,0.778,-0.022,0.802,0.485,0.317,15
"Montenegro",2023,NA,NA,-468556995.707799,6.98310120786314,0.761055050788705,57311961.236474,NA,NA,7530593375.22034,12221.4775546967,19031609674.2057,15199424,11918432378.1893,81,24,42,NA,8.58476910455403,NA,NA,1.63424966016394,114519816.249714,12000,NA,NA,20.9876543209877,NA,NA,58.33333206,85,NA,NA,NA,NA,NA,5.813,10.041,0.853,67.4,0.799,-0.066,0.706,0.481,0.318,15
"Morocco",2020,100,26.807,-959416206.844704,1.16907334587558,0.378478051937009,459296911.76683,12.8668832623796,57424.9,121353645057.144,3268.0302734375,286108585852.483,850002482,149663086955.013,99,99,99,84.1204,0.705968661338261,73.92,16,3.97969764255599,4830956393.51169,-35474,87.2504343475577,85.9187628261055,20.5063291139241,2.82028518971902,88,31.40096664,75.625,NA,6.28428268432617,24.1580944061279,NA,NA,4.803,8.929,0.553,63.8,0.819,-0.238,0.803,0.548,0.256,31
"Morocco",2021,100,26.205,-1621385378.9319,1.59422321445366,0.452579869286729,642763246.4788,12.8903354246023,57529.567,142022058447.231,3785.93627929688,323485096796.555,1132107354,185978484298.903,99,99,99,88.1303,1.40195883962006,74.042,15.4,3.75515698655477,5378366535.20747,-47902,87.3836431456272,86.8433142429705,22.7848101265823,2.95724394918478,87,32.36714935,75.625,NA,5.64273405075073,23.7564830780029,NA,12.28,5.326,8.994,0.505,63.9,0.762,-0.204,0.817,0.554,0.341,31
"Morocco",2022,100,25.563,-1654898394.16521,1.75205980018911,0.488314821190925,639457665.008134,12.9136878781089,57633.789,130951926351.241,3455.39624023438,351840396847.177,1392530221,204685483055.281,99,99,99,89.9,6.65704202759067,74.973,14.8,3.81455962374395,4995028073.83515,-38594,87.5163486641307,87.0194584866446,24.0506329113924,2.85169486167668,87,32.85024261,75.625,NA,5.91224670410156,23.865665435791,NA,11.79,4.596,8.995,0.564,64,0.795,-0.257,0.802,0.573,0.414,31
"Morocco",2023,NA,NA,-260042951.581562,0.758899868035705,0.578836048910322,835938254.400991,NA,NA,144417103249.646,3771.4462890625,376906204043.984,1723700823,218123258107.474,99,99,99,NA,6.09114152504141,NA,NA,3.63868518644989,5184928399.54239,-39650,NA,NA,24.3037974683544,2.82670695038688,NA,34.31372452,75.625,NA,6.02096939086914,22.8255195617676,NA,NA,4.487,9.009,0.5,64.1,0.821,-0.094,0.831,0.549,0.415,32
"Mozambique",2020,30.6,159.032,-3034562056.16946,22.3944370320026,1.07745432943573,153380150.98016,46.7251964699,367437.6,14235420174.1884,462.433876479921,43454882038.8104,2250366,29107550717.3242,71,73,71,17.8299,3.48393567493209,61.172,51.4,2.03395010408449,288258945.94244,-25864,34.7705804730804,59.7601108598003,42.4,0.926247043564111,94,30.91787529,82.5,14.039999961853,6.64256286621094,17.934928894043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mozambique",2021,31.5,156.822,-5101667954.53085,32.7522138534006,1.19821552454179,193728150.723309,46.412173122409,364976.047,16168055475.4449,509.907829475551,46205728911.2947,8017648,32384602569.2107,56,62,56,19.9696,6.40847652975692,59.325,50,1.95882072271488,309999693.54295,-23103,36.0718806213065,61.4809315914592,42.4,1.00673651278234,94,31.40096664,82.5,NA,6.49789762496948,18.7598094940186,NA,NA,5.178,7.112,0.664,51.3,0.838,0.042,0.627,0.576,0.383,32
"Mozambique",2022,33.2,155.276,-2458453111.43502,16.0042947069706,2.98526015079116,563722453.803,46.1193311121849,362673.196,18883528581.3734,578.251663751351,51660358771.9632,18227789,37951217403.6893,55,63,55,21.207,10.2794018093421,59.625,48.7,1.49982831285104,281867460.441799,-34936,37.3797966827908,63.1953657541075,42.4,1.05438328704408,95,32.36714935,82.5,11.6364402770996,6.16198396682739,NA,NA,6.789,4.74,7.125,0.711,51.75,0.884,0.043,0.688,0.629,0.351,32
"Mozambique",2023,NA,NA,-2509403270.14375,12.8065189015033,0.830873173064753,174103000.777,NA,NA,20954220983.5473,622.985619320596,56429069634.9953,16632000,42073153233.4293,70,65,70,NA,7.12697482131851,NA,NA,1.73193242255364,376385189.827145,-36276,NA,NA,43.2,1.00947936623462,NA,31.86274529,82.5,NA,NA,NA,NA,NA,5.704,7.147,0.701,52.2,0.867,0.071,0.678,0.625,0.335,32
"Myanmar",2020,70.4,34.244,NA,NA,NA,NA,43.7340309804342,285438.9,79006113643.1906,1490.21683548367,304367346941.67,225716430,NA,84,91,84,41.95429049,NA,66.797,34.5,2.99047588930389,2498229137.93854,-66213,73.6368789464518,80.7287633167077,16.8253968253968,2.28493864610734,87,22.22222137,58.75,61.7888984680176,NA,NA,25.5,1.476,4.431,8.507,0.796,61.225,0.825,0.468,0.647,0.7,0.289,25
"Myanmar",2021,72.5,34.141,NA,NA,NA,NA,43.2901466284646,282541.8,66345291160.1683,1242.72134419599,276462287916.21,305581286,NA,37,44,37,44.02167324,NA,65.672,33.5,4.25172853818546,2642725508.60325,-35370,74.1054971161436,82.3310617247242,15.2941176470588,2.23293821043143,87,4.830917835,58.75,NA,NA,NA,29.3,NA,4.314,8.302,0.78,61.55,0.631,0.508,0.671,0.636,0.268,25
"Myanmar",2022,73.7,33.819,NA,NA,NA,NA,42.846262276495,279644.7,62253049891.6449,1158.05005034332,308130563643.617,200938589,NA,71,75,71,NA,NA,67.256,32.5,4.08557454883356,2489905986.68778,-34988,74.1301534432673,82.3844402137068,NA,2.2013518032616,88,1.932367206,58.75,NA,NA,NA,32,NA,4.359,8.325,0.746,61.875,0.646,0.6,0.729,0.669,0.353,22
"Myanmar",2023,NA,NA,NA,NA,NA,NA,NA,NA,66757619000,1233.19666209269,322277844296.516,190414450,NA,76,74,76,NA,NA,NA,NA,3.7885823650653,2493486451.34248,-34989,NA,NA,NA,2.12579394484754,NA,2.450980425,58.75,NA,NA,NA,NA,NA,4.391,8.347,0.685,62.2,0.695,0.548,0.686,0.634,0.358,22
"Namibia",2020,52.3,70.074,201566885.790511,-1.41889955275348,0.485594729207719,51394125.0702482,8.06386570953127,66389,10583748541.5258,3878.58982993966,25525198217.6345,181587,16513940590.0042,93,90,93,57.8608,2.20938236933469,62.829,29.9,3.48015259214476,368224738.887539,27056,35.2599671979784,85.2751917542767,43.2692307692308,4.1248742103562,88,63.768116,80,NA,9.27799892425537,24.9413814544678,57.9,NA,4.451,9.11,0.741,56.475,0.666,-0.11,0.81,0.652,0.248,32
"Namibia",2021,55.2,68.37,-822440242.926801,6.77514897706551,0.143895930303796,17846672.874748,7.97761420641572,65678.9,12402486183.6396,4412.8355693052,27287889637.5942,639994,19513100618.5402,94,91,94,61.1132,3.61690530108814,59.269,29.3,3.21504841090915,400199634.567233,31327,35.5534238160918,85.6986632731503,44.2307692307692,4.32086553938947,87,63.28502274,80,NA,10.3914480209351,25.1354885101318,57.7,NA,4.491,9.128,0.808,56.85,0.659,-0.153,0.829,0.644,0.23,32
"Namibia",2022,56.2,66.897,-1045154430.33978,8.40312508783681,0.0866462759221307,10889072.3105936,7.89136270330017,64968.8,12567271004.6761,4349.04532248966,30797261841.7156,764250,21801893203.6912,84,89,84,62.215,6.08128114112413,58.059,28.6,2.91723613941163,367597430.735032,22212,35.8405413584001,85.9121143953787,44.2307692307692,4.4220742771992,88,63.768116,80,NA,9.67791175842285,25.3215408325195,56.8,NA,4.949,9.158,0.808,57.225,0.683,-0.124,0.849,0.676,0.261,32
"Namibia",2023,NA,NA,-2601783071.6051,18.5764029793509,-2.48891797587047,-307406883.094669,NA,NA,12351025066.9131,4168.28521087347,33232730766.6139,845964,23082116132.7909,83,86,83,NA,5.87993463284275,NA,NA,2.73954354378882,338245822.418198,11675,NA,NA,44.2307692307692,4.34872995972117,NA,66.1764679,80,NA,9.04451274871826,24.9695491790771,NA,NA,5.055,9.167,0.852,57.6,0.674,-0.113,0.873,0.635,0.208,32
"Nepal",2020,89.9,70.275,-126626337.460302,0.378739091402959,0,0,41.5907220090687,59620.3,33433659301.2466,1154.21517578318,122690085757.445,9513473,98965276767.1079,84,87,84,37.6984,5.05236655289212,69.246,24.9,1.35853467346652,434381673.461464,162139,76.6112121421111,90.7685835327375,32.7272727272727,1.89385185835232,91,42.51207733,80.625,NA,4.21106672286987,11.4623718261719,37.8,NA,5.982,8.233,0.787,61.575,0.772,0.135,0.812,0.48,0.337,25
"Nepal",2021,89.9,68.777,-196326024.03483,0.531690906776235,0,0,41.5907220090687,59620.3,36924841394.2605,1252.75076731986,134000165871.651,6433383,109830207635.323,91,90,91,41.6083,4.14968003360264,68.45,23.9,1.26680103555809,453263783.607849,130001,80.4002236592491,91.2422508128062,32.7272727272727,1.87888316238061,92,42.99517059,80.625,12.8491897583008,3.95612215995789,12.8220291137695,37.4,NA,4.622,8.257,0.699,61.85,0.818,0.144,0.77,0.414,0.354,25
"Nepal",2022,91.3,68.33,-66059660.9475711,0.160405404733411,0,0,41.5907220090687,59620.3,41182939600.67,1385.91066275016,151637641438.491,3815787,125441587606.538,90,90,90,49.5609,7.6507917679853,70.484,23,1.11017534040148,417495219.387633,-379321,80.3927030291667,91.2350965073504,33.0909090909091,1.87945416651467,93,44.92753601,80.625,NA,3.61778378486633,NA,37,NA,5.474,8.294,0.753,62.125,0.844,0.149,0.76,0.473,0.342,25
"Nepal",2023,NA,NA,-74821496.037077,0.18290153966947,0,0,NA,NA,40908073366.8455,1377.62603571292,160161490752.029,NA,132494231164.125,94,93,94,NA,7.11475951738199,NA,NA,1.07668555382218,418905095.662057,-409782,NA,NA,33.0882352941176,1.91384875385146,NA,46.07843018,80.625,NA,3.68125796318054,NA,NA,NA,5.389,8.318,0.749,62.4,0.765,0.184,0.792,0.461,0.35,25
"Netherlands",2020,100,2.355,-21060129784.6884,-23.7095109882189,-25.9678225526,-242165749761.557,10.974160974161,3695,932560861701.17,53467.9277413737,1091779125681.31,87232912188,411557315511.328,94,94,93,91.3333,1.27246037789161,81.3585365853659,3.4,1.4412639825242,13085717542.4598,67598,97.685793329827,100,33.3333333333333,9.77555829487143,83,98.06763458,97.5,72.9599990844727,5.42381000518799,10.9442539215088,4.4,3.82,7.504,10.902,0.944,71.475,0.935,0.145,0.281,0.691,0.247,25
"Netherlands",2021,100,2.227,172791723124.315,-10.9532599562774,5.43330155461812,57292650276.4016,11.001980991981,3704.367,1054472123449.6,60141.9880911492,1201217992333.65,101413257497,451079987301.618,95,93,93,92.053,2.67572008805385,81.309756097561,3.4,1.39825198400619,14395695364.2384,106416,97.6777524965994,100,39.3333333333333,9.9650579785233,82,96.6183548,97.5,73.850830078125,5.50609016418457,11.0442266464233,4.5,4.209,7.314,10.944,0.919,71.55,0.856,0.266,0.397,0.714,0.201,25
"Netherlands",2022,100,2.071,155871906581.779,1.48704290039353,16.3810543853624,171434417211.448,11.0296673596674,3713.689,1046540797548.64,59123.318556487,1364522577739.7,98441621634,531417209947.5,93,89,88,92.5197,10.0012078753473,81.7146341463415,3.4,1.35218961159002,13632443393.6069,224472,97.6702343416938,99.9999974368313,40.6666666666667,9.10492423527689,NA,97.58454132,100,74.0509719848633,5.05201101303101,11.6171283721924,5.5,3.526,7.39,10.978,0.929,71.625,0.868,0.223,0.459,0.711,0.198,25.8
"Netherlands",2023,NA,NA,-23487737097.8576,-26.7686982770768,-28.8033937392361,-332495231967.189,NA,NA,1154361305398.06,64572.0059558854,1396255113677.98,110952318467,559300055945.794,92,89,86,97.0068,3.83839354342808,NA,NA,1.53256247074407,16624820117.4584,144558,NA,NA,40,8.43233279728493,NA,96.5686264,100,NA,NA,NA,NA,3.537,7.255,10.977,0.915,71.7,0.847,0.223,0.424,0.693,0.202,25.8
"New Zealand",2020,100,11.865,-3413149095.31518,1.94413144980927,0.339435297055611,721970495.832084,37.5701264669021,98925.9,212697530897.56,41785.6922905898,230501909066.184,589049116,121286646395.581,92,91,92,95.2342,1.71456170007245,82.2560975609756,4,1.34084212677417,2810182349.12395,42124,100,100,48.3333333333333,16.6551608974107,89,99.03381348,97.5,75.1100006103516,5.65149021148682,14.436502456665,14.5,4.595,7.257,10.647,0.952,70.275,0.918,0.116,0.283,0.796,0.209,28
"New Zealand",2021,100,10.911,-5609121605.15989,1.78987576941341,-0.421538591179962,-1069207680.53697,37.6306509437545,99085.267,253644079784.977,49624.1816729553,245091197885.091,673724583,132671518973.117,90,91,90,95.7321,3.94112060778728,82.2073170731707,3.9,1.16430342619095,2905571074.96464,-14944,99.9999962306108,99.9999962306108,49.1666666666667,16.5441864105022,87,99.03381348,97.5,NA,5.54822015762329,14.2881803512573,15.1,3.776,7.137,10.693,0.95,70.35,0.91,0.216,0.252,0.747,0.206,28
"New Zealand",2022,100,10.937,-7488667460.09805,3.3802437002905,0.345612592133363,852742123.953963,37.719363487904,99318.856,246733522841.353,48216.5095836302,271574886455.312,826243764,153429676313.62,89,90,89,95.7299,7.17222476016441,82.7609756097561,3.9,1.17182753584356,2829085839.02203,21404,100,100,50.4201680672269,16.2958258422575,87,99.51690674,97.5,NA,5.23012018203735,13.1385478973389,16.4,3.297,6.975,10.712,0.956,70.425,0.831,0.183,0.281,0.706,0.21,28
"New Zealand",2023,NA,NA,-3823509507.65914,1.42441955625905,-0.0917901528586784,-231472282.530669,NA,NA,252175506110.168,48280.8114166238,279335419359.227,823527942,NA,88,89,88,NA,5.73316283034957,NA,NA,1.21763772932874,3029024714.66575,21404,NA,NA,44.2622950819672,16.1225708870211,NA,99.50980377,97.5,NA,NA,NA,NA,3.731,6.976,10.72,0.933,70.5,0.877,0.181,0.304,0.738,0.229,28
"Nicaragua",2020,86,96.514,-7.07e+08,5.88649547253758,0.311475647910562,39500000,28.315855077281,34075.3,12681569254.2815,1931.61515811642,41045931660.9751,9890059,24845544436.6874,92,97,92,54.8543,3.68181341625572,71.795,14,0.629971870953776,79343309.6033706,-10383,73.0210976490331,81.7087539746033,47.2527472527472,2.91534220923536,86,18.35748863,86.25,NA,4.58156108856201,22.6876468658447,NA,NA,6.287,8.562,0.856,65.575,0.818,0.037,0.631,0.775,0.316,30
"Nicaragua",2021,86.3,95.052,-1205575960.65512,8.62623551092448,0.102686487959107,14524039.3448844,27.4848761841449,33075.3,14144060853.1362,2128.60980633198,47088770380.5984,30355921,29566501815.4939,87,83,87,54.7975,4.92841396948968,73.837,13.5,0.549759399022683,77919650.3033963,-10383,NA,NA,50.5494505494505,2.97296764463807,87,14.49275398,86.25,52.3496513366699,4.08665704727173,18.5222358703613,NA,NA,6.095,8.647,0.848,65.65,0.905,0.02,0.675,0.799,0.293,30
"Nicaragua",2022,86.5,94.053,-1274453433.91643,8.26714699998342,0.123621043250726,19346566.0835727,26.6538972910088,32075.3,15649897116.8965,2325.16737851871,52338831138.8966,37239155,34956228677.896,92,93,92,61.0524,10.4674244465991,74.615,13.1,0.537113968209365,84214047.8636538,-7996,NA,NA,51.6483516483517,3.00351199155387,86,11.594203,86.25,NA,3.79476308822632,19.4015693664551,NA,NA,6.392,8.669,0.844,65.725,0.914,-0.004,0.57,0.787,0.339,30
"Nicaragua",2023,NA,NA,-1199326601.90803,6.89934906211618,0.172600939162654,30773398.0919729,NA,NA,17829218219.3591,2612.87066241288,56699719850.6493,22949838,37865210746.9079,89,85,89,NA,8.38765854872536,NA,NA,0.545988464666081,94387887.7085083,-7996,NA,NA,51.6483516483517,3.02307589835473,NA,10.29411793,86.25,NA,NA,17.688570022583,NA,NA,6.362,8.685,0.836,65.8,0.906,-0.008,0.532,0.772,0.34,30
"Niger",2020,18.7,152.034,-345661549.170306,2.62395545283651,0.109075327608751,14992025.4008468,0.852372305991948,10797,13744653103.058,579.512495758236,35501317683.8958,8771623,25733567832.8482,81,79,81,13.8406,2.8981937602627,61.451,61.6,1.73360752172491,238269588.33649,-4402,15.2880774887646,47.7205800435476,16.9590643274854,1.5665151463598,84,33.81642532,56.875,NA,3.81920099258423,13.3325395584106,50.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niger",2021,18.6,148.248,-555570708.476332,3.98812628006034,0.263214327429396,39258423.3481771,0.842567300860504,10672.8,14915002436.069,608.722439593808,38850574077.5224,12797212,28285963793.4696,82,80,82,15.3108,3.83786802840501,61.576,61,1.35370281969671,202404477.202902,-4405,15.8815617318811,48.060252645199,25.9036144578313,1.59733394715727,86,34.78260803,56.875,NA,3.82175827026367,11.952615737915,50.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niger",2022,19.5,146.929,-957256454.894032,6.25881415979847,0.0564972611061959,8719704.06561175,0.83276229572906,10548.6,15433852712.2963,609.745147574878,46573248097.9993,5924134,NA,84,65,84,16.937,4.22621791916393,62.08,60.3,1.66437842193306,242507046.323759,995,16.4096569958993,48.896070488521,25.9036144578313,1.6165116800654,86,36.231884,53.75,3.15705299377441,4.10143089294434,12.3714513778687,50.3,0.403,4.501,7.151,0.587,56.55,0.793,0.024,0.74,0.787,0.366,30
"Niger",2023,NA,NA,NA,0.240141273261695,0.240141273261695,40389770,NA,NA,16819170420.5653,642.937917863471,49455364226.5007,2603432,NA,85,80,85,NA,3.70097316425842,NA,NA,2.07013590428489,331596821.904091,995,NA,NA,NA,1.61828422139914,NA,29.90196037,53.75,NA,NA,12.8069744110107,NA,NA,4.609,7.181,0.638,56.9,0.767,0.029,NA,0.747,0.417,30
"Nigeria",2020,55.4,89.081,-911945228.614629,0.55189350883869,0.340892224048837,1473332437.30144,23.7457865322749,216269.5,432198898467.795,2019.65706326224,1145672541683.2,190326678,NA,62,60,62,31.8888,13.2460234276597,52.887,72.3,0.632022913474166,2567917819.04386,-14497,44.3511464071045,76.361790269796,7.22222222222222,1.7815383350229,90,31.884058,63.125,NA,0.359637647867203,5.13143682479858,62.9,NA,5.503,8.49,0.739,54.725,0.713,0.094,0.913,0.737,0.316,30
"Nigeria",2021,59.5,88.457,-1495300005.49838,0.751578312174957,0.412380056004151,1817909994.50162,23.5664876972232,214636.5,440833635873.827,2017.27486481527,1200097354375.41,195947207,NA,62,60,62,32.3318,16.9528457221608,52.676,70.5,1.01270192678284,4466397815.79541,-86115,45.4491548934765,78.0001935748374,3.61111111111111,1.77001310478816,91,30.43478203,66.25,43.9315299987793,0.381919115781784,5.14022588729858,69.7,NA,4.479,8.502,0.742,55.05,0.726,0.047,0.912,0.666,0.188,30
